"","No","ORF","Gene","Ch","Mean","Mean.1","X3153A","SD","p.value","p.paired","X3153A.1","SD2","start","end","strand","flag47b","p.complete.compensation","p.zero.compensation","compflag"
"2031",2050,"orf19.6086","LEU4","1",1826,2105.9,1.2,0.357,0.932579467,0.805782047,1.1,0.131,29804,31543,"W",NA,NA,NA,NA
"2032",2051,"orf19.6085","RPL16A","1",8366.1,8880.1,1.1,0.192,0.81677963,0.500645242,1,0.138,31842,32444,"W",NA,NA,NA,NA
"2033",2052,"orf19.6084","","1",17.7,42.1,1,0.985,0.741638566,0.193742914,1.1,0.115,33318,32680,"C",NA,NA,NA,NA
"2034",2053,"orf19.6083","","1",763.7,899.7,1.2,0.402,0.429557143,0.434980147,1,0.138,34446,34099,"C",NA,NA,NA,NA
"2035",2054,"orf19.6082","","1",2296.4,2142.5,0.9,0.269,0.72457546,0.446420452,1,0.039,35679,34525,"C",NA,NA,NA,NA
"2036",2055,"orf19.6081","PHR2","1",18102.5,17380.7,1,0.367,0.796777329,0.571277968,1,0.128,37852,39486,"W",NA,NA,NA,NA
"2037",2056,"orf19.6080","","1",95.1,78.9,1,1.183,0.664601303,0.52084326,1.1,0.065,41771,40485,"C",NA,NA,NA,NA
"2038",2057,"orf19.6079","","1",358.6,408.1,1.1,0.397,0.584897511,0.051463585,1.3,0.25,42606,43505,"W",NA,NA,NA,NA
"2039",2058,"orf19.6078.1","RFC52","1",61,79,1,2.705,0.767485349,0.237675621,1.2,0.286,43680,43483,"C",NA,NA,NA,NA
"2040",2059,"orf19.6078","POL93","1",362.1,508.3,1.4,0.57,0.960785025,0.534806,1.3,0.332,43804,45765,"W",NA,NA,NA,NA
"2041",2060,"orf19.6077","","1",2351.3,1486.6,0.6,0.228,0.552204524,0.080215276,1.1,0.066,46804,48360,"W",NA,NA,NA,NA
"2042",2061,"orf19.6076","","1",127.4,220.5,1.7,8.358,0.160422398,0.10546622,1.1,0.121,48514,49299,"W",NA,NA,NA,NA
"2043",2062,"orf19.6075","","1",2273.4,1978.3,0.9,0.469,0.946807341,0.807558996,1.1,0.099,49844,49296,"C",NA,NA,NA,NA
"2044",2063,"orf19.6074","HBR1","1",515.6,679.2,1.3,0.569,0.679710065,0.294385453,1,0.051,49998,50744,"W",NA,NA,NA,NA
"2045",2064,"orf19.6073","HMX1","1",744,2143.7,2.9,0.574,0.00690915,5.89e-05,1,0.114,51682,50807,"C",NA,NA,NA,NA
"2046",2065,"orf19.6072","CDC13","1",185.6,233.9,1.3,0.65,0.770993915,0.630484682,1.1,0.138,53100,54443,"W",NA,NA,NA,NA
"2047",2066,"orf19.6071","","1",717.4,686.4,1,12.58,0.867004373,0.742983666,1,0.054,57075,54838,"C",NA,NA,NA,NA
"2048",2067,"orf19.6070","ENA2","1",1733,2204.3,1.3,2.076,0.820558527,0.576671386,1.1,0.111,59350,62553,"W",NA,NA,NA,NA
"2049",2068,"orf19.6068","SVF1","1",2555.8,3488.2,1.4,0.292,0.019734882,0.025084731,1,0.127,63203,64351,"W",NA,NA,NA,NA
"2050",2069,"orf19.6066","","1",436.4,580.9,1.3,0.655,0.998362511,0.995966806,1,0.044,66325,64697,"C",NA,NA,NA,NA
"2051",2070,"orf19.6065","","1",988.9,1674.7,1.7,0.384,0.255590447,0.00239996,1.1,0.111,67844,68815,"W",NA,NA,NA,NA
"2052",2071,"orf19.6064","","1",1307.3,1167.1,0.9,0.584,0.908175434,0.755723302,1.1,0.091,69227,70903,"W",NA,NA,NA,NA
"2053",2072,"orf19.6063","UBP6","1",3978.4,5908.6,1.5,0.547,0.456307877,0.051822422,1,0.079,71069,72582,"W",NA,NA,NA,NA
"2054",2073,"orf19.6062.3","","1",1809.9,1988.4,1.1,0.203,0.621550941,0.358717337,1,0.052,73284,72742,"C",NA,NA,NA,NA
"2055",2074,"orf19.6062","","1",1903.1,2871.3,1.5,0.409,0.054903848,0.100497073,1,0.088,73581,73901,"W",NA,NA,NA,NA
"2056",2075,"orf19.6061","","1",1276,1558.3,1.2,0.249,0.704857778,0.067624349,1.1,0.082,75382,74057,"C",NA,NA,NA,NA
"2057",2076,"orf19.6060","GCN20","1",166.4,217,1.3,35.439,0.277262043,0.158003347,1.1,0.077,77829,75574,"C",NA,NA,NA,NA
"2058",2077,"orf19.6059","TTR1","1",14763.7,19901.3,1.3,0.97,0.135343007,0.22760684,1,0.146,78368,78009,"C",NA,NA,NA,NA
"2059",2078,"orf19.6058","GLO1","1",2328.4,3948.3,1.7,0.372,0.370077388,0.001547001,1,0.124,79670,78642,"C",NA,NA,NA,NA
"2060",2079,"orf19.6057","","1",701.7,925.9,1.3,0.409,0.264148738,0.034216604,1.1,0.126,80125,81054,"W",NA,NA,NA,NA
"2061",2080,"orf19.6056","","1",200,322.4,1.6,0.293,0.003438244,0.042531354,1.1,0.163,81234,81902,"W",NA,NA,NA,NA
"2062",2081,"orf19.6055","","1",548.6,448.1,0.8,0.383,0.381979308,0.382113699,1.1,0.099,84559,82118,"C",NA,NA,NA,NA
"2063",2082,"orf19.6054","","1",173,158.2,0.9,5.278,0.575426287,0.540747177,1.1,0.124,87249,85081,"C",NA,NA,NA,NA
"2064",2083,"orf19.6053","CIS2","1",493.9,477.8,1,0.324,0.965609156,0.915367397,1.1,0.162,87901,89811,"W",NA,NA,NA,NA
"2065",2084,"orf19.6052","CNS1","1",292.2,283.8,1,0.253,0.890267303,0.847397589,1.1,0.098,90100,91272,"W",NA,NA,NA,NA
"2066",2085,"orf19.6049","","1",453.1,354.1,0.8,0.588,0.641239498,0.354723391,1,0.039,93695,91311,"C",NA,NA,NA,NA
"2067",2086,"orf19.6048","","1",554.3,916.1,1.7,0.798,0.006086095,0.035318268,1.1,0.092,93971,94900,"W",NA,NA,NA,NA
"2068",2087,"orf19.6047","TUF1","1",3198.8,2863.2,0.9,0.197,0.620667351,0.194390636,1,0.098,95215,96495,"W",NA,NA,NA,NA
"2069",2088,"orf19.6046","APC1","1",889.7,699.2,0.8,0.209,0.32297053,0.146507536,1,0.108,96817,101424,"W",NA,NA,NA,NA
"2070",2089,"orf19.6045","","1",1532.6,1841.7,1.2,0.33,0.195101374,0.091928122,1.1,0.129,101752,103524,"W",NA,NA,NA,NA
"2071",2090,"orf19.6044","MOB2","1",692.9,709.5,1,4.437,0.570986508,0.336336127,1.1,0.054,103869,104810,"W",NA,NA,NA,NA
"2072",2091,"orf19.6043","","1",893,836.2,0.9,1.071,0.9422811,0.852131102,1.1,0.139,105180,106925,"W",NA,NA,NA,NA
"2073",2092,"orf19.6041","RPO41","1",1482.4,1468.9,1,0.273,0.754984671,0.478406835,1,0.067,111028,107126,"C",NA,NA,NA,NA
"2074",2093,"orf19.6040","SNF7","1",1349.3,1622.8,1.2,0.496,0.719624922,0.250461711,1,0.092,112252,111572,"C",NA,NA,NA,NA
"2075",2094,"orf19.6039","","1",956,1093.6,1.1,0.476,0.680873968,0.68481057,1.1,0.033,113802,112789,"C",NA,NA,NA,NA
"2076",2095,"orf19.6038","UGA32","1",202.5,146.2,0.7,0.226,0.81209578,0.08146683,1,0.054,115879,114128,"C",NA,NA,NA,NA
"2077",2096,"orf19.6037","ASM3","1",360.9,308.9,0.9,0.916,0.892292157,0.869109481,1,0.076,117320,119443,"W",NA,NA,NA,NA
"2078",2097,"orf19.6036","RIC1","1",205,176.5,0.9,0.626,0.962713966,0.931135238,1,0.056,119768,122809,"W",NA,NA,NA,NA
"2079",2098,"orf19.6035","","1",1931.6,3134,1.6,0.307,0.055437086,0.001080737,1,0.071,123067,123432,"W",NA,NA,NA,NA
"2080",2099,"orf19.6034","TUB2","1",3509.6,3605.9,1,0.331,0.873114436,0.731188913,1,0.058,125597,123869,"C",NA,NA,NA,NA
"2081",2100,"orf19.6033","CMP1","1",1168.5,1072.7,0.9,0.268,0.825833494,0.572188521,1.1,0.071,128619,126790,"C",NA,NA,NA,NA
"2082",2101,"orf19.6032","SPE1","1",928.9,1116.5,1.2,0.457,0.318316134,0.196089348,1,0.044,130680,129259,"C",NA,NA,NA,NA
"2083",2102,"orf19.6031","","1",663.6,824.2,1.2,0.321,0.250918872,0.095452547,1,0.092,133937,131412,"C",NA,NA,NA,NA
"2084",2103,"orf19.6030","","1",379.4,553.6,1.5,0.66,0.280947579,0.313824358,1.1,0.162,134256,134915,"W",NA,NA,NA,NA
"2085",2104,"orf19.6029","ROT1","1",953.4,846.7,0.9,0.635,0.846398672,0.618442937,1,0.067,136438,135656,"C",NA,NA,NA,NA
"2086",2105,"orf19.6028","HGC1","1",4.2,6,1,5.391,0.887784183,0.901107777,1,0.054,140936,138579,"C",NA,NA,NA,NA
"2087",2106,"orf19.6027","","1",92.1,109.6,1.2,0.408,0.830806935,0.083032436,1,0.072,150614,151714,"W",NA,NA,NA,NA
"2088",2107,"orf19.6026","ERG2","1",941.1,808.4,0.9,0.431,0.517994824,0.213668955,1,0.038,155291,154638,"C",NA,NA,NA,NA
"2089",2108,"orf19.6025","","1",1041,1159.5,1.1,0.424,0.672895842,0.492056641,1,0.069,155448,156329,"W",NA,NA,NA,NA
"2090",2109,"orf19.6024","","1",53.2,58.7,1,17.747,0.82428066,0.829838826,1,0.037,156648,157694,"W",NA,NA,NA,NA
"2091",2110,"orf19.6023","","1",298.2,250.5,0.8,0.234,0.796705553,0.389591723,1,0.084,158729,160528,"W",NA,NA,NA,NA
"2092",2111,"orf19.6022","","1",363.8,182.7,0.5,0.308,0.512580257,0.055289174,1,0.042,162676,160946,"C",NA,NA,NA,NA
"2093",2112,"orf19.6021","IHD2","1",1143.9,1384.9,1.2,0.476,0.625535493,0.360888852,1,0.053,167084,167830,"W",NA,NA,NA,NA
"2094",2113,"orf19.6020","","1",286.8,461,1.6,1.67,0.243298847,0.038044615,1,0.07,168540,169541,"W",NA,NA,NA,NA
"2095",2114,"orf19.6018","LRO1","1",192.6,120.5,0.6,0.327,0.236048663,0.044836776,1.1,0.053,170165,172261,"W",NA,NA,NA,NA
"2096",2115,"orf19.6017","","1",351.6,183.6,0.5,0.116,0.07130649,0.00053756,1,0.051,174466,176091,"W",NA,NA,NA,NA
"2097",2116,"orf19.6016","","1",1162.3,1204.7,1,1.549,0.950303079,0.881372192,1,0.08,176332,178482,"W",NA,NA,NA,NA
"2098",2117,"orf19.6014","RRS1","1",394.7,617.6,1.6,0.515,0.254256414,0.030495512,1,0.021,178697,179314,"W",NA,NA,NA,NA
"2099",2118,"orf19.6013","","1",162.4,183.8,1.1,0.349,0.914854043,0.144037978,1,0.052,180232,180836,"W",NA,NA,NA,NA
"2100",2119,"orf19.6012","","1",836.3,965.5,1.2,0.36,0.965822314,0.871876441,1,0.053,181410,185246,"W",NA,NA,NA,NA
"2101",2120,"orf19.6011","SIN3","1",507,484.7,1,0.488,0.612360306,0.441251288,1,0.063,190152,185514,"C",NA,NA,NA,NA
"2102",2121,"orf19.6010.1","RPB11","1",813.1,631.7,0.8,0.227,0.562545324,0.077836331,1,0.022,190704,191162,"W",NA,NA,NA,NA
"2103",2122,"orf19.6010","CDC5","1",337.8,446.2,1.3,1.063,0.340032667,0.166651151,1,0.054,193411,191450,"C",NA,NA,NA,NA
"2104",2123,"orf19.6009","SET1","1",285.8,214.1,0.7,0.247,0.858822834,0.104390719,1.1,0.048,197804,194682,"C",NA,NA,NA,NA
"2105",2124,"orf19.6008.3","","1",742.5,443.6,0.6,0.34,0.805977751,0.141482457,1.1,0.135,198227,198752,"W",NA,NA,NA,NA
"2106",2125,"orf19.3288","NMA111","1",515.7,644,1.2,0.488,0.858777076,0.062123795,1.1,0.144,202255,199322,"C",NA,NA,NA,NA
"2107",2126,"orf19.3289","","1",170.4,152.9,0.9,0.477,0.852492284,0.464380031,1.1,0.221,203629,202538,"C",NA,NA,NA,NA
"2108",2127,"orf19.3290","","1",5425.9,5662.5,1,0.403,0.735566309,0.668811701,1,0.163,203952,204422,"W",NA,NA,NA,NA
"2109",2128,"orf19.3291","HMT1","1",2588.5,2831.9,1.1,0.582,0.672619649,0.420987071,1,0.043,205272,206291,"W",NA,NA,NA,NA
"2110",2129,"orf19.3292","","1",2602.4,2794.7,1.1,0.925,0.718950791,0.800441514,1,0.053,206484,206927,"W",NA,NA,NA,NA
"2111",2130,"orf19.3293","","1",4871.9,5712.4,1.2,0.399,0.960858463,0.88459794,1,0.056,207862,206924,"C",NA,NA,NA,NA
"2112",2131,"orf19.3294","MBF1","1",3829,5425.1,1.4,0.671,0.516433014,0.286340683,1,0.063,208292,208747,"W",NA,NA,NA,NA
"2113",2132,"orf19.3295","","1",290.3,185.9,0.6,1.36,0.622553604,0.551184063,1,0.055,210511,209087,"C",NA,NA,NA,NA
"2114",2133,"orf19.3296","","1",290.8,183.6,0.6,0.424,0.477149154,0.182322612,1.1,0.102,210881,212386,"W",NA,NA,NA,NA
"2115",2134,"orf19.3297","","1",987.6,1265.8,1.3,0.241,0.134339017,0.139151127,1.1,0.061,212756,212448,"C",NA,NA,NA,NA
"2116",2135,"orf19.3298","CCH1","1",163.1,303.3,1.9,0.51,0.670640551,0.006516512,1,0.035,213644,220408,"W",NA,NA,NA,NA
"2117",2136,"orf19.3300","ZPR1","1",5431.7,4245.7,0.8,0.303,0.760293352,0.30873937,1,0.024,222077,220548,"C",NA,NA,NA,NA
"2118",2137,"orf19.3301","","1",3410.2,2343.3,0.7,0.241,0.190601297,0.058530933,1,0.054,224676,226883,"W",NA,NA,NA,NA
"2119",2138,"orf19.3302","","1",2706.9,3030,1.1,0.299,0.822934986,0.253704361,1,0.068,229788,227686,"C",NA,NA,NA,NA
"2120",2139,"orf19.3303","","1",288,305.6,1.1,0.601,0.739684684,0.498399044,1,0.055,234943,232874,"C",NA,NA,NA,NA
"2121",2140,"orf19.3304","","1",918.4,1021.6,1.1,0.107,0.507259286,0.063160149,1,0.063,235898,235086,"C",NA,NA,NA,NA
"2122",2141,"orf19.3305","ZCF17","1",136.1,117.2,0.9,0.354,0.777696937,0.25399292,1,0.085,238310,236094,"C",NA,NA,NA,NA
"2123",2142,"orf19.3306","","1",14.6,2,1,2.399,0.505601009,0.451397423,1,0.105,240923,239100,"C",NA,NA,NA,NA
"2124",2143,"orf19.3307","","1",738.3,739.3,1,0.294,0.922701616,0.928092211,1.1,0.062,242513,241122,"C",NA,NA,NA,NA
"2125",2144,"orf19.3308","STB5","1",747.8,816.8,1.1,1.826,0.757953707,0.4165467,1,0.053,242750,244672,"W",NA,NA,NA,NA
"2126",2145,"orf19.3309","","1",375.7,701.9,1.9,1.927,0.117677811,0.037820786,1,0.048,245215,246462,"W",NA,NA,NA,NA
"2127",2146,"orf19.3310","","1",1384,1540.3,1.1,0.243,0.603391194,0.058825855,1,0.054,247422,246670,"C",NA,NA,NA,NA
"2128",2147,"orf19.3311","IFD3","1",453,441.6,1,0.218,0.969363712,0.869288928,1,0.061,248825,249874,"W",NA,NA,NA,NA
"2129",2148,"orf19.3312","","1",1663.9,1383.6,0.8,0.228,0.385463912,0.167247779,1,0.052,250112,251986,"W",NA,NA,NA,NA
"2130",2149,"orf19.3314","","1",101.9,132.1,1.3,0.628,0.475824693,0.519368245,1.1,0.064,252497,252045,"C",NA,NA,NA,NA
"2131",2150,"orf19.3315","CTA9","1",2478.8,2394.1,1,0.611,0.978457559,0.921849939,1,0.038,253167,254450,"W",NA,NA,NA,NA
"2132",2151,"orf19.3317","","1",0,50.5,1,66.839,0.199855594,0.199855594,1,0.057,254974,254627,"C",NA,NA,NA,NA
"2133",2152,"orf19.3318","","1",101.9,102.8,1,0.237,0.983025357,0.811466046,1.1,0.119,257452,255179,"C",NA,NA,NA,NA
"2134",2153,"orf19.3319","","1",2851.4,2895.7,1,0.349,0.910582272,0.895812367,1,0.04,257930,258913,"W",NA,NA,NA,NA
"2135",2154,"orf19.3320","","1",0,0,1,0,NA,NA,1,0.053,259001,259354,"W",NA,NA,NA,NA
"2136",2155,"orf19.3321","","1",1483.1,1359,0.9,0.266,0.862116609,0.2596376,1,0.06,259656,261182,"W",NA,NA,NA,NA
"2137",2156,"orf19.3322","DUT1","1",2341.3,2993.4,1.3,0.84,0.989783744,0.989471213,1.1,0.063,261847,261368,"C",NA,NA,NA,NA
"2138",2157,"orf19.3323","","1",726.6,697.3,1,0.371,0.916950106,0.772924016,1,0.052,263092,262226,"C",NA,NA,NA,NA
"2139",2158,"orf19.3324","TIF","1",15061.5,21460.8,1.4,0.395,0.097642633,0.044938228,1,0.077,264681,263488,"C",NA,NA,NA,NA
"2140",2159,"orf19.3325","","1",27089.2,23687.3,0.9,0.233,0.485581286,0.349333887,1.1,0.074,267474,265492,"C",NA,NA,NA,NA
"2141",2160,"orf19.3325.3","RPS21B","1",1849.6,1893.4,1,2.556,0.796776355,0.466863377,1,0.066,270022,269382,"C",NA,NA,NA,NA
"2142",2161,"orf19.3327","TRM2","1",734,916.6,1.2,0.542,0.507081993,0.415404432,1,0.056,271985,270330,"C",NA,NA,NA,NA
"2143",2162,"orf19.3328","","1",506.6,297.6,0.6,0.388,0.128996712,0.115654801,1.1,0.075,274208,272385,"C",NA,NA,NA,NA
"2144",2163,"orf19.3329","","1",2267.5,1892.4,0.8,0.3,0.690102999,0.382920055,1.1,0.081,276963,275488,"C",NA,NA,NA,NA
"2145",2164,"orf19.3330","CRL1","1",985.1,562.8,0.6,0.302,0.01135541,0.026785055,1.1,0.088,279273,278233,"C",NA,NA,NA,NA
"2146",2165,"orf19.3330.3","POX18","1",658.8,657.9,1,0.362,0.87573846,0.75431255,1,0.11,280830,280432,"C",NA,NA,NA,NA
"2147",2166,"orf19.3331","ABC1","1",1954.3,1457.5,0.7,0.253,0.230451785,0.041097333,1.1,0.124,282448,284148,"W",NA,NA,NA,NA
"2148",2167,"orf19.3332","","1",293.7,311.2,1.1,0.423,0.825826009,0.384565168,1.1,0.094,284652,287630,"W",NA,NA,NA,NA
"2149",2168,"orf19.3333","","1",915,992.6,1.1,0.379,0.78757874,0.276878852,1.1,0.155,288046,289341,"W",NA,NA,NA,NA
"2150",2169,"orf19.3334","RPS21","1",8595.1,10094.6,1.2,0.52,0.649649027,0.658645304,1,0.048,290461,289712,"C",NA,NA,NA,NA
"2151",2170,"orf19.3335","","1",10988.3,14096.5,1.3,0.111,0.265186826,0.041871682,1,0.06,291860,292462,"W",NA,NA,NA,NA
"2152",2171,"orf19.3336","","1",0,0,1,0,NA,NA,1.1,0.12,296059,296517,"W",NA,NA,NA,NA
"2153",2172,"orf19.3337","","1",80.2,114.7,1.4,0.863,0.84614156,0.808899138,1,0.052,299627,300385,"W",NA,NA,NA,NA
"2154",2173,"orf19.3338","","1",54,86,1,14.237,0.191240676,0.109285793,1.1,0.082,300397,301779,"W",NA,NA,NA,NA
"2155",2174,"orf19.3340","SOD2","1",7363.1,8813,1.2,0.515,0.487652008,0.15152226,0.9,0.061,306028,305324,"C",NA,NA,NA,NA
"2156",2175,"orf19.3341","","1",6022.7,5973.5,1,0.342,0.820131789,0.727323536,1,0.048,308501,306633,"C",NA,NA,NA,NA
"2157",2176,"orf19.3342","","1",161.6,231.9,1.4,1.184,0.52309753,0.311773108,1,0.054,309137,310987,"W",NA,NA,NA,NA
"2158",2177,"orf19.3344","VPS17","1",1563.7,1218.3,0.8,0.449,0.949162166,0.843554113,1,0.072,311215,312774,"W",NA,NA,NA,NA
"2159",2178,"orf19.3345","SIZ1","1",792.8,587,0.7,0.401,0.466076385,0.243778872,1.1,0.104,313177,317814,"W",NA,NA,NA,NA
"2160",2179,"orf19.3347","RPB7","1",616.2,690.5,1.1,0.627,0.704059934,0.741804667,1,0.073,318487,317966,"C",NA,NA,NA,NA
"2161",2180,"orf19.3348","","1",1344.7,1831.5,1.4,0.233,0.230816566,0.008891091,1,0.042,318944,319474,"W",NA,NA,NA,NA
"2162",2181,"orf19.3349","","1",793.9,829.8,1,0.26,0.71513059,0.604903001,1,0.089,323385,319681,"C",NA,NA,NA,NA
"2163",2182,"orf19.3350","MRP20","1",368.2,394.5,1.1,0.521,0.885720372,0.675252341,1,0.053,323666,324547,"W",NA,NA,NA,NA
"2164",2183,"orf19.3351","","1",16.1,136.5,8.5,11.23,0.007056912,0.057616444,1,0.107,325957,324904,"C",NA,NA,NA,NA
"2165",2184,"orf19.3352","","1",618.8,593.6,1,0.393,0.775559002,0.468890163,1,0.05,327443,326445,"C",NA,NA,NA,NA
"2166",2185,"orf19.3353","","1",848.9,1273.4,1.5,2.019,0.293469783,0.030362107,1,0.037,331372,332055,"W",NA,NA,NA,NA
"2167",2186,"orf19.3354","","1",24587.3,19511.8,0.8,0.307,0.724841493,0.185256713,1,0.05,332739,334096,"W",NA,NA,NA,NA
"2168",2187,"orf19.3355","ISN1","1",2106.8,2495.8,1.2,0.471,0.592271638,0.496655534,1,0.04,334662,336044,"W",NA,NA,NA,NA
"2169",2188,"orf19.3356","ESP1","1",432.9,390.6,0.9,0.246,0.697210292,0.469213296,1,0.051,341515,336719,"C",NA,NA,NA,NA
"2170",2189,"orf19.3357","","1",357.8,419.1,1.2,0.447,0.994021732,0.986405478,1,0.076,342459,341947,"C",NA,NA,NA,NA
"2171",2190,"orf19.3358","LSC1","1",4870.4,5763.8,1.2,0.446,0.478656792,0.365694412,1,0.092,343920,342949,"C",NA,NA,NA,NA
"2172",2191,"orf19.3359","ARP8","1",378,345.9,0.9,0.766,0.866690065,0.655713027,1,0.042,345579,348779,"W",NA,NA,NA,NA
"2173",2192,"orf19.3360","","1",867.3,908.1,1,0.351,0.906018013,0.764696029,1,0.047,351115,353118,"W",NA,NA,NA,NA
"2174",2193,"orf19.4551","CTN1","1",1763.4,883.2,0.5,0.202,0.297452666,0.027531261,1,0.036,357096,359483,"W",NA,NA,NA,NA
"2175",2194,"orf19.4550","","1",370,442.2,1.2,0.671,0.920630451,0.52605174,1.1,0.074,361046,362947,"W",NA,NA,NA,NA
"2176",2195,"orf19.4549","FGR38","1",276.6,260.4,0.9,0.224,0.758884069,0.454800355,1.1,0.099,364189,366324,"W",NA,NA,NA,NA
"2177",2196,"orf19.4548","MAK32","1",262.9,304,1.2,0.707,0.429748456,0.213972144,1,0.062,366747,367877,"W",NA,NA,NA,NA
"2178",2197,"orf19.4546","HOL4","1",399.8,600.8,1.5,1.72,0.375273403,0.259894545,1.1,0.096,369824,367950,"C",NA,NA,NA,NA
"2179",2198,"orf19.4545","SWI4","1",192.5,97.3,0.5,0.369,0.310171491,0.107688176,1.1,0.083,372242,375457,"W",NA,NA,NA,NA
"2180",2199,"orf19.4544","","1",499.4,536.4,1.1,0.292,0.928070829,0.697645751,1,0.052,375852,376571,"W",NA,NA,NA,NA
"2181",2200,"orf19.4543","UGA2","1",550.7,745.2,1.4,0.693,0.259530274,0.050147602,1.1,0.116,378191,376662,"C",NA,NA,NA,NA
"2182",2201,"orf19.4542","","1",438,445.8,1,0.23,0.816152816,0.386130716,1,0.061,379667,378480,"C",NA,NA,NA,NA
"2183",2202,"orf19.4540","UBC8","1",1961.9,2542.8,1.3,0.507,0.393612155,0.200008949,1,0.037,380801,380229,"C",NA,NA,NA,NA
"2184",2203,"orf19.4539","","1",739.6,902.1,1.2,0.452,0.221316593,0.291495119,1.1,0.138,382108,381554,"C",NA,NA,NA,NA
"2185",2204,"orf19.4538","","1",1475.2,2091.5,1.4,0.434,0.315359218,0.066524316,1.1,0.077,383606,382776,"C",NA,NA,NA,NA
"2186",2205,"orf19.4537","","1",1044.3,1240.1,1.2,0.307,0.767831208,0.249654935,1,0.065,383769,384686,"W",NA,NA,NA,NA
"2187",2206,"orf19.4536","CYS4","1",4785.9,5182.3,1.1,0.463,0.63092974,0.507354621,1,0.086,386296,384806,"C",NA,NA,NA,NA
"2188",2207,"orf19.4535","PTR3","1",327.8,288.2,0.9,19.794,0.640804951,0.481570583,1.1,0.136,388940,386613,"C",NA,NA,NA,NA
"2189",2208,"orf19.4534","","1",1844.4,1902.8,1,0.419,0.97570019,0.953738032,1.1,0.099,390816,389287,"C",NA,NA,NA,NA
"2190",2209,"orf19.4533","","1",557.6,767.5,1.4,6.897,0.623866137,0.087394021,1,0.051,392780,391263,"C",NA,NA,NA,NA
"2191",2210,"orf19.4532","","1",1381.2,2229.8,1.6,0.425,0.162854951,0.007882412,1,0.056,393312,394376,"W",NA,NA,NA,NA
"2192",2211,"orf19.4531","","1",555.4,624.9,1.1,0.686,0.562899298,0.346512206,1.1,0.091,395603,399427,"W",NA,NA,NA,NA
"2193",2212,"orf19.4530.1","","1",995.4,1893.9,1.9,0.5,0.029385288,0.001732151,1.1,0.199,400609,401995,"W",NA,NA,NA,NA
"2194",2213,"orf19.4529","","1",396.9,444.6,1.1,0.372,0.777357461,0.753295865,1,0.051,402787,402281,"C",NA,NA,NA,NA
"2195",2214,"orf19.4528","","1",1393.1,2043.6,1.5,0.567,0.487869935,0.348123165,1,0.086,403707,403162,"C",NA,NA,NA,NA
"2196",2215,"orf19.4527","HGT1","1",13425.8,15504.7,1.2,0.463,0.470038669,0.286463045,1.1,0.173,406691,408328,"W",NA,NA,NA,NA
"2197",2216,"orf19.4526","HSP30","1",5888.7,5959.3,1,0.322,0.995240306,0.982776611,1,0.081,411358,412386,"W",NA,NA,NA,NA
"2198",2217,"orf19.4525","","1",971.9,1173.2,1.2,0.641,0.522769691,0.126976586,1,0.052,412836,413840,"W",NA,NA,NA,NA
"2199",2218,"orf19.4524","ZCF24","1",224.5,163.2,0.7,0.354,0.756795483,0.129000909,1,0.101,416295,414112,"C",NA,NA,NA,NA
"2200",2219,"orf19.4523","","1",279.6,413.5,1.5,0.676,0.416289621,0.162179228,1.1,0.049,416475,417098,"W",NA,NA,NA,NA
"2201",2220,"orf19.4522","","1",595.6,868.8,1.5,0.571,0.449806992,0.022782054,1.1,0.137,417544,417101,"C",NA,NA,NA,NA
"2202",2221,"orf19.3661","","1",1420.1,1339,0.9,0.312,0.901607413,0.527347288,1,0.042,420516,418042,"C",NA,NA,NA,NA
"2203",2222,"orf19.3663","PHO91","1",1571.4,971.8,0.6,0.234,0.186317444,0.05865572,1,0.088,423870,421288,"C",NA,NA,NA,NA
"2204",2223,"orf19.3664","HSP31","1",275.7,240.2,0.9,11.91,0.518871992,0.411765763,1,0.059,427866,428861,"W",NA,NA,NA,NA
"2205",2224,"orf19.3665","","1",704.7,647.8,0.9,0.305,0.599806775,0.419996176,1,0.065,429394,430533,"W",NA,NA,NA,NA
"2206",2225,"orf19.3666","","1",110.4,134.4,1.2,16.486,0.362500651,0.227394893,1,0.081,432017,430530,"C",NA,NA,NA,NA
"2207",2226,"orf19.3667","","1",61.5,49.3,1,0.301,0.797110068,0.20136379,1,0.044,432248,433864,"W",NA,NA,NA,NA
"2208",2227,"orf19.3668","HGT2","1",14181.7,16952,1.2,0.535,0.437405103,0.191563602,1.1,0.102,436072,434435,"C",NA,NA,NA,NA
"2209",2228,"orf19.3669","SHA3","1",5948.3,7280.6,1.2,0.463,0.536605782,0.104063275,1.1,0.057,444259,442472,"C",NA,NA,NA,NA
"2210",2229,"orf19.3670","GAL1","1",2007.7,2108.7,1.1,0.4,0.930917152,0.745629325,1,0.05,450824,449277,"C",NA,NA,NA,NA
"2211",2230,"orf19.3671","","1",34.1,38.8,1,0.707,0.861161465,0.623129509,1,0.03,451648,451304,"C",NA,NA,NA,NA
"2212",2231,"orf19.3672","GAL10","1",1910.5,2067.7,1.1,0.197,0.986736208,0.904183994,1,0.059,452186,454213,"W",NA,NA,NA,NA
"2213",2232,"orf19.3673","","1",435.8,490.8,1.1,0.419,0.571027399,0.376979986,1.1,0.039,454418,454924,"W",NA,NA,NA,NA
"2214",2233,"orf19.3674","GAL102","1",1559.3,1847.1,1.2,0.204,0.85208179,0.181081307,1.1,0.062,455845,454883,"C",NA,NA,NA,NA
